drug,label,organization,name,update_date,gene,data_source
"Paracetamol, combinations excl. Psycholeptics (Vicks MediNait Sirup)",Actionable PGx,Swissmedic,"Annotation of Swissmedic Label for Paracetamol, combinations excl. Psycholeptics (Vicks MediNait Sirup) and CYP2D6, G6PD",,CYP2D6,drug_label
"Paracetamol, combinations excl. Psycholeptics (Vicks MediNait Sirup)",Actionable PGx,Swissmedic,"Annotation of Swissmedic Label for Paracetamol, combinations excl. Psycholeptics (Vicks MediNait Sirup) and CYP2D6, G6PD",,G6PD,drug_label
sertindole,Actionable PGx,Swissmedic,Annotation of Swissmedic Label for sertindole and CYP2D6,,CYP2D6,drug_label
umeclidinium,Informative PGx,Swissmedic,Annotation of Swissmedic Label for umeclidinium and CYP2D6,,CYP2D6,drug_label
zuclopenthixol,Informative PGx,Swissmedic,Annotation of Swissmedic Label for zuclopenthixol and CYP2D6,,CYP2D6,drug_label
Vitamin B-complex with vitamin C,Actionable PGx,Swissmedic,Annotation of Swissmedic Label for Vitamin B-complex with vitamin C and G6PD,,G6PD,drug_label
rosuvastatin,Actionable PGx,Swissmedic,"Annotation of Swissmedic Label for rosuvastatin and ABCG2, SLCO1B1",,ABCG2,drug_label
rosuvastatin,Actionable PGx,Swissmedic,"Annotation of Swissmedic Label for rosuvastatin and ABCG2, SLCO1B1",,SLCO1B1,drug_label
sofosbuvir,Actionable PGx,Swissmedic,"Annotation of Swissmedic Label for sofosbuvir and IFNL3, IFNL4",,IFNL3,drug_label
sofosbuvir,Actionable PGx,Swissmedic,"Annotation of Swissmedic Label for sofosbuvir and IFNL3, IFNL4",,IFNL4,drug_label
siponimod,Testing required,FDA,Annotation of FDA Label for siponimod and CYP2C9,2020-07-21,CYP2C9,drug_label
bupropion,Informative PGx,FDA,Annotation of FDA Label for bupropion and CYP2D6,,CYP2D6,drug_label
alglucosidase alfa,Testing required,FDA,Annotation of FDA Label for alglucosidase alfa and GAA,,GAA,drug_label
brentuximab vedotin,Testing required,FDA,Annotation of FDA Label for brentuximab vedotin and TNFRSF8,,TNFRSF8,drug_label
oxcarbazepine,Testing recommended,HCSC,Annotation of HCSC Label for oxcarbazepine and HLA-B,,HLA-B,drug_label
citalopram,Informative PGx,FDA,Annotation of FDA Label for citalopram and CYP2D6,,CYP2D6,drug_label
escitalopram,Informative PGx,FDA,Annotation of FDA Label for escitalopram and CYP2D6,,CYP2D6,drug_label
avapritinib,Testing required,FDA,Annotation of FDA Label for avapritinib and PDGFRA,,PDGFRA,drug_label
capmatinib,Testing required,FDA,Annotation of FDA Label for capmatinib and MET,,MET,drug_label
gemtuzumab ozogamicin,Testing required,FDA,Annotation of FDA Label for gemtuzumab ozogamicin and CD33,,CD33,drug_label
ibrutinib,Testing required,FDA,Annotation of FDA Label for ibrutinib,2020-09-29,,drug_label
ibrutinib,Informative PGx,FDA,Annotation of FDA Label for ibrutinib and MYD88,,MYD88,drug_label
inebilizumab-cdon,Testing required,FDA,Annotation of FDA Label for inebilizumab-cdon and AQP4,,AQP4,drug_label
isatuximab-irfc,Informative PGx,FDA,Annotation of FDA Label for isatuximab-irfc,,,drug_label
sacituzumab govitecan-hziy,Actionable PGx,FDA,Annotation of FDA Label for sacituzumab govitecan-hziy and UGT1A1,,UGT1A1,drug_label
selpercatinib,Testing required,FDA,Annotation of FDA Label for selpercatinib and RET,,RET,drug_label
tucatinib,Testing required,FDA,Annotation of FDA Label for tucatinib and ERBB2,,ERBB2,drug_label
oliceridine,Actionable PGx,FDA,Annotation of FDA Label for oliceridine and CYP2D6,,CYP2D6,drug_label
rimegepant,Informative PGx,FDA,Annotation of FDA Label for rimegepant and CYP2C9,,CYP2C9,drug_label
dotatate lutenium lu-177,Testing required,FDA,"Annotation of FDA Label for dotatate lutenium lu-177 and SSTR1, SSTR2, SSTR3, SSTR4, SSTR5",,SSTR1,drug_label
dotatate lutenium lu-177,Testing required,FDA,"Annotation of FDA Label for dotatate lutenium lu-177 and SSTR1, SSTR2, SSTR3, SSTR4, SSTR5",,SSTR2,drug_label
dotatate lutenium lu-177,Testing required,FDA,"Annotation of FDA Label for dotatate lutenium lu-177 and SSTR1, SSTR2, SSTR3, SSTR4, SSTR5",,SSTR3,drug_label
dotatate lutenium lu-177,Testing required,FDA,"Annotation of FDA Label for dotatate lutenium lu-177 and SSTR1, SSTR2, SSTR3, SSTR4, SSTR5",,SSTR4,drug_label
dotatate lutenium lu-177,Testing required,FDA,"Annotation of FDA Label for dotatate lutenium lu-177 and SSTR1, SSTR2, SSTR3, SSTR4, SSTR5",,SSTR5,drug_label
eculizumab,Testing required,FDA,"Annotation of FDA Label for eculizumab and AQP4, CHRNA1, CHRNA3, CHRNA4, CHRNA5, CHRNA6, CHRNA7, CHRNB1, CHRNE",,AQP4,drug_label
eculizumab,Testing required,FDA,"Annotation of FDA Label for eculizumab and AQP4, CHRNA1, CHRNA3, CHRNA4, CHRNA5, CHRNA6, CHRNA7, CHRNB1, CHRNE",,CHRNA1,drug_label
eculizumab,Testing required,FDA,"Annotation of FDA Label for eculizumab and AQP4, CHRNA1, CHRNA3, CHRNA4, CHRNA5, CHRNA6, CHRNA7, CHRNB1, CHRNE",,CHRNA3,drug_label
eculizumab,Testing required,FDA,"Annotation of FDA Label for eculizumab and AQP4, CHRNA1, CHRNA3, CHRNA4, CHRNA5, CHRNA6, CHRNA7, CHRNB1, CHRNE",,CHRNA4,drug_label
eculizumab,Testing required,FDA,"Annotation of FDA Label for eculizumab and AQP4, CHRNA1, CHRNA3, CHRNA4, CHRNA5, CHRNA6, CHRNA7, CHRNB1, CHRNE",,CHRNA5,drug_label
eculizumab,Testing required,FDA,"Annotation of FDA Label for eculizumab and AQP4, CHRNA1, CHRNA3, CHRNA4, CHRNA5, CHRNA6, CHRNA7, CHRNB1, CHRNE",,CHRNA6,drug_label
eculizumab,Testing required,FDA,"Annotation of FDA Label for eculizumab and AQP4, CHRNA1, CHRNA3, CHRNA4, CHRNA5, CHRNA6, CHRNA7, CHRNB1, CHRNE",,CHRNA7,drug_label
eculizumab,Testing required,FDA,"Annotation of FDA Label for eculizumab and AQP4, CHRNA1, CHRNA3, CHRNA4, CHRNA5, CHRNA6, CHRNA7, CHRNB1, CHRNE",,CHRNB1,drug_label
eculizumab,Testing required,FDA,"Annotation of FDA Label for eculizumab and AQP4, CHRNA1, CHRNA3, CHRNA4, CHRNA5, CHRNA6, CHRNA7, CHRNB1, CHRNE",,CHRNE,drug_label
alglucosidase alfa,Testing required,EMA,Annotation of EMA Label for alglucosidase alfa and GAA,,GAA,drug_label
alglucosidase alfa,Testing required,HCSC,Annotation of HCSC Label for alglucosidase alfa and GAA,,GAA,drug_label
amifampridine phosphate,Actionable PGx,EMA,Annotation of EMA Label for amifampridine phosphate and NAT2,,NAT2,drug_label
ramucirumab,Testing required,EMA,Annotation of EMA Label for ramucirumab and EGFR,,EGFR,drug_label
ramucirumab,Informative PGx,EMA,Annotation of EMA Label for ramucirumab and KRAS,,KRAS,drug_label
amifampridine phosphate,Actionable PGx,HCSC,Annotation of HCSC Label for amifampridine phosphate and NAT2,,NAT2,drug_label
brexpiprazole,Actionable PGx,FDA,Annotation of FDA Label for brexpiprazole and CYP2D6,2019-05-01,CYP2D6,drug_label
deutetrabenazine,Actionable PGx,FDA,Annotation of FDA Label for deutetrabenazine and CYP2D6,2019-05-07,CYP2D6,drug_label
alpelisib,Testing required,EMA,"Annotation of EMA Label for alpelisib and ERBB2, ESR1, ESR2, PIK3CA",,ERBB2,drug_label
alpelisib,Testing required,EMA,"Annotation of EMA Label for alpelisib and ERBB2, ESR1, ESR2, PIK3CA",,ESR1,drug_label
alpelisib,Testing required,EMA,"Annotation of EMA Label for alpelisib and ERBB2, ESR1, ESR2, PIK3CA",,ESR2,drug_label
alpelisib,Testing required,EMA,"Annotation of EMA Label for alpelisib and ERBB2, ESR1, ESR2, PIK3CA",,PIK3CA,drug_label
voriconazole,Actionable PGx,FDA,Annotation of FDA Label for voriconazole and CYP2C19,2013-10-25,CYP2C19,drug_label
alpelisib,Testing required,HCSC,"Annotation of HCSC Label for alpelisib and ERBB2, ESR1, ESR2, PIK3CA",,ERBB2,drug_label
alpelisib,Testing required,HCSC,"Annotation of HCSC Label for alpelisib and ERBB2, ESR1, ESR2, PIK3CA",,ESR1,drug_label
alpelisib,Testing required,HCSC,"Annotation of HCSC Label for alpelisib and ERBB2, ESR1, ESR2, PIK3CA",,ESR2,drug_label
alpelisib,Testing required,HCSC,"Annotation of HCSC Label for alpelisib and ERBB2, ESR1, ESR2, PIK3CA",,PIK3CA,drug_label
atorvastatin,Informative PGx,FDA,Annotation of FDA Label for atorvastatin and SLCO1B1,,SLCO1B1,drug_label
simvastatin,Informative PGx,FDA,Annotation of FDA Label for simvastatin and SLCO1B1,,SLCO1B1,drug_label
allopurinol,Testing recommended,FDA,Annotation of FDA Label for allopurinol and HLA-B,,HLA-B,drug_label
gamma hydroxybutyric acid,Actionable PGx,FDA,Annotation of FDA Label for gamma hydroxybutyric acid and ALDH5A1,,ALDH5A1,drug_label
tacrolimus,Informative PGx,FDA,Annotation of FDA Label for tacrolimus and CYP3A,,CYP3A,drug_label
anakinra,Testing required,FDA,Annotation of FDA Label for anakinra and NLRP3,,NLRP3,drug_label
lumasiran,Testing required,FDA,Annotation of FDA Label for lumasiran and AGXT,,AGXT,drug_label
margetuximab,Testing required,FDA,Annotation of FDA Label for margetuximab and ERBB2,,ERBB2,drug_label
metreleptin,Testing required,FDA,Annotation of FDA Label for metreleptin and LEP,,LEP,drug_label
pralsetinib,Testing required,FDA,Annotation of FDA Label for pralsetinib and RET,,RET,drug_label
viltolarsen,Testing required,FDA,Annotation of FDA Label for viltolarsen and DMD,,DMD,drug_label
risdiplam,Testing required,FDA,"Annotation of FDA Label for risdiplam and SMN1, SMN2",,SMN1,drug_label
risdiplam,Testing required,FDA,"Annotation of FDA Label for risdiplam and SMN1, SMN2",,SMN2,drug_label
"synthetic conjugated estrogens, A",Actionable PGx,FDA,"Annotation of FDA Label for synthetic conjugated estrogens, A and PROC, PROS1, SERPINC1",,PROC,drug_label
"synthetic conjugated estrogens, A",Actionable PGx,FDA,"Annotation of FDA Label for synthetic conjugated estrogens, A and PROC, PROS1, SERPINC1",,PROS1,drug_label
"synthetic conjugated estrogens, A",Actionable PGx,FDA,"Annotation of FDA Label for synthetic conjugated estrogens, A and PROC, PROS1, SERPINC1",,SERPINC1,drug_label
brivaracetam,Informative PGx,Swissmedic,"Annotation of Swissmedic Label for brivaracetam and CYP2C19, CYP2C9",,CYP2C19,drug_label
brivaracetam,Informative PGx,Swissmedic,"Annotation of Swissmedic Label for brivaracetam and CYP2C19, CYP2C9",,CYP2C9,drug_label
fenofibrate; simvastatin,Actionable PGx,Swissmedic,"Annotation of Swissmedic Label for fenofibrate, simvastatin and SLCO1B1",,SLCO1B1,drug_label
ombitasvir,Actionable PGx,Swissmedic,"Annotation of Swissmedic Label for ombitasvir / paritaprevir / ritonavir and IFNL3, IFNL4",,IFNL3,drug_label
ombitasvir,Actionable PGx,Swissmedic,"Annotation of Swissmedic Label for ombitasvir / paritaprevir / ritonavir and IFNL3, IFNL4",,IFNL4,drug_label
paritaprevir,Actionable PGx,Swissmedic,"Annotation of Swissmedic Label for ombitasvir / paritaprevir / ritonavir and IFNL3, IFNL4",,IFNL3,drug_label
paritaprevir,Actionable PGx,Swissmedic,"Annotation of Swissmedic Label for ombitasvir / paritaprevir / ritonavir and IFNL3, IFNL4",,IFNL4,drug_label
ritonavir,Actionable PGx,Swissmedic,"Annotation of Swissmedic Label for ombitasvir / paritaprevir / ritonavir and IFNL3, IFNL4",,IFNL3,drug_label
ritonavir,Actionable PGx,Swissmedic,"Annotation of Swissmedic Label for ombitasvir / paritaprevir / ritonavir and IFNL3, IFNL4",,IFNL4,drug_label
prasugrel,Informative PGx,Swissmedic,"Annotation of Swissmedic Label for prasugrel and CYP2B6, CYP2C19, CYP2C9, CYP3A5",,CYP2B6,drug_label
prasugrel,Informative PGx,Swissmedic,"Annotation of Swissmedic Label for prasugrel and CYP2B6, CYP2C19, CYP2C9, CYP3A5",,CYP2C19,drug_label
prasugrel,Informative PGx,Swissmedic,"Annotation of Swissmedic Label for prasugrel and CYP2B6, CYP2C19, CYP2C9, CYP3A5",,CYP2C9,drug_label
prasugrel,Informative PGx,Swissmedic,"Annotation of Swissmedic Label for prasugrel and CYP2B6, CYP2C19, CYP2C9, CYP3A5",,CYP3A5,drug_label
flibanserin,Actionable PGx,FDA,"Annotation of FDA Label for flibanserin and CYP2C19, CYP2C9, CYP2D6",2017-03-15,CYP2C19,drug_label
flibanserin,Actionable PGx,FDA,"Annotation of FDA Label for flibanserin and CYP2C19, CYP2C9, CYP2D6",2017-03-15,CYP2C9,drug_label
flibanserin,Actionable PGx,FDA,"Annotation of FDA Label for flibanserin and CYP2C19, CYP2C9, CYP2D6",2017-03-15,CYP2D6,drug_label
sodium nitrite,Actionable PGx,FDA,"Annotation of FDA Label for sodium nitrite and CYB5R3, G6PD",2019-10-16,CYB5R3,drug_label
sodium nitrite,Actionable PGx,FDA,"Annotation of FDA Label for sodium nitrite and CYB5R3, G6PD",2019-10-16,G6PD,drug_label
lidocaine,Actionable PGx,FDA,"Annotation of FDA Label for lidocaine / prilocaine and CYB5R3, G6PD",2019-10-15,CYB5R3,drug_label
lidocaine,Actionable PGx,FDA,"Annotation of FDA Label for lidocaine / prilocaine and CYB5R3, G6PD",2019-10-15,G6PD,drug_label
prilocaine,Actionable PGx,FDA,"Annotation of FDA Label for lidocaine / prilocaine and CYB5R3, G6PD",2019-10-15,CYB5R3,drug_label
prilocaine,Actionable PGx,FDA,"Annotation of FDA Label for lidocaine / prilocaine and CYB5R3, G6PD",2019-10-15,G6PD,drug_label
acetaminophen; acetaminophen,Actionable PGx,Swissmedic,"Annotation of Swissmedic Label for acetaminophen, acetaminophen / tramadol and G6PD",,G6PD,drug_label
tramadol,Actionable PGx,Swissmedic,"Annotation of Swissmedic Label for acetaminophen, acetaminophen / tramadol and G6PD",,G6PD,drug_label
glimepiride; pioglitazone,Actionable PGx,EMA,"Annotation of EMA Label for glimepiride, pioglitazone and G6PD",2014-05-09,G6PD,drug_label
warfarin,Actionable PGx,FDA,"Annotation of FDA Label for warfarin and CYP2C9, PROC, PROS1, VKORC1",2020-10-16,CYP2C9,drug_label
warfarin,Actionable PGx,FDA,"Annotation of FDA Label for warfarin and CYP2C9, PROC, PROS1, VKORC1",2020-10-16,PROC,drug_label
warfarin,Actionable PGx,FDA,"Annotation of FDA Label for warfarin and CYP2C9, PROC, PROS1, VKORC1",2020-10-16,PROS1,drug_label
warfarin,Actionable PGx,FDA,"Annotation of FDA Label for warfarin and CYP2C9, PROC, PROS1, VKORC1",2020-10-16,VKORC1,drug_label
methylene blue,Actionable PGx,EMA,"Annotation of EMA Label for methylene blue and BLVRB, CYB5R3, G6PD",2013-10-27,BLVRB,drug_label
methylene blue,Actionable PGx,EMA,"Annotation of EMA Label for methylene blue and BLVRB, CYB5R3, G6PD",2013-10-27,CYB5R3,drug_label
methylene blue,Actionable PGx,EMA,"Annotation of EMA Label for methylene blue and BLVRB, CYB5R3, G6PD",2013-10-27,G6PD,drug_label
tamoxifen,Testing required,FDA,"Annotation of FDA Label for tamoxifen and ESR1, ESR2, PGR",2017-11-09,ESR1,drug_label
tamoxifen,Testing required,FDA,"Annotation of FDA Label for tamoxifen and ESR1, ESR2, PGR",2017-11-09,ESR2,drug_label
tamoxifen,Testing required,FDA,"Annotation of FDA Label for tamoxifen and ESR1, ESR2, PGR",2017-11-09,PGR,drug_label
phenytoin,Actionable PGx,FDA,"Annotation of FDA Label for phenytoin and CYP2C19, CYP2C9, HLA-B",2019-04-19,CYP2C19,drug_label
phenytoin,Actionable PGx,FDA,"Annotation of FDA Label for phenytoin and CYP2C19, CYP2C9, HLA-B",2019-04-19,CYP2C9,drug_label
phenytoin,Actionable PGx,FDA,"Annotation of FDA Label for phenytoin and CYP2C19, CYP2C9, HLA-B",2019-04-19,HLA-B,drug_label
eltrombopag,Actionable PGx,EMA,"Annotation of EMA Label for eltrombopag and F5, SERPINC1",2013-10-25,F5,drug_label
eltrombopag,Actionable PGx,EMA,"Annotation of EMA Label for eltrombopag and F5, SERPINC1",2013-10-25,SERPINC1,drug_label
crizotinib,Testing required,EMA,"Annotation of EMA Label for crizotinib and ALK, ROS1",2013-10-25,ALK,drug_label
crizotinib,Testing required,EMA,"Annotation of EMA Label for crizotinib and ALK, ROS1",2013-10-25,ROS1,drug_label
carbamazepine,Testing recommended,HCSC,"Annotation of HCSC Label for carbamazepine and HLA-A, HLA-B",,HLA-A,drug_label
carbamazepine,Testing recommended,HCSC,"Annotation of HCSC Label for carbamazepine and HLA-A, HLA-B",,HLA-B,drug_label
ethinyl estradiol,Actionable PGx,EMA,"Annotation of EMA Label for ethinyl estradiol / norelgestromin and F5, PROC, PROS1, SERPINC1",2014-05-08,F5,drug_label
ethinyl estradiol,Actionable PGx,EMA,"Annotation of EMA Label for ethinyl estradiol / norelgestromin and F5, PROC, PROS1, SERPINC1",2014-05-08,PROC,drug_label
ethinyl estradiol,Actionable PGx,EMA,"Annotation of EMA Label for ethinyl estradiol / norelgestromin and F5, PROC, PROS1, SERPINC1",2014-05-08,PROS1,drug_label
ethinyl estradiol,Actionable PGx,EMA,"Annotation of EMA Label for ethinyl estradiol / norelgestromin and F5, PROC, PROS1, SERPINC1",2014-05-08,SERPINC1,drug_label
norelgestromin,Actionable PGx,EMA,"Annotation of EMA Label for ethinyl estradiol / norelgestromin and F5, PROC, PROS1, SERPINC1",2014-05-08,F5,drug_label
norelgestromin,Actionable PGx,EMA,"Annotation of EMA Label for ethinyl estradiol / norelgestromin and F5, PROC, PROS1, SERPINC1",2014-05-08,PROC,drug_label
norelgestromin,Actionable PGx,EMA,"Annotation of EMA Label for ethinyl estradiol / norelgestromin and F5, PROC, PROS1, SERPINC1",2014-05-08,PROS1,drug_label
norelgestromin,Actionable PGx,EMA,"Annotation of EMA Label for ethinyl estradiol / norelgestromin and F5, PROC, PROS1, SERPINC1",2014-05-08,SERPINC1,drug_label
nilotinib,Testing required,EMA,"Annotation of EMA Label for nilotinib and ABL1, BCR",2013-10-27,ABL1,drug_label
nilotinib,Testing required,EMA,"Annotation of EMA Label for nilotinib and ABL1, BCR",2013-10-27,BCR,drug_label
arsenic trioxide,Testing required,HCSC,"Annotation of HCSC Label for arsenic trioxide and PML, RARA",,PML,drug_label
arsenic trioxide,Testing required,HCSC,"Annotation of HCSC Label for arsenic trioxide and PML, RARA",,RARA,drug_label
cetuximab,Testing required,HCSC,"Annotation of HCSC Label for cetuximab and EGFR, KRAS",,EGFR,drug_label
cetuximab,Testing required,HCSC,"Annotation of HCSC Label for cetuximab and EGFR, KRAS",,KRAS,drug_label
panitumumab,Testing required,HCSC,"Annotation of HCSC Label for panitumumab and EGFR, KRAS",,EGFR,drug_label
panitumumab,Testing required,HCSC,"Annotation of HCSC Label for panitumumab and EGFR, KRAS",,KRAS,drug_label
letrozole,Testing required,FDA,"Annotation of FDA Label for letrozole and ESR1, ESR2, PGR",2013-10-25,ESR1,drug_label
letrozole,Testing required,FDA,"Annotation of FDA Label for letrozole and ESR1, ESR2, PGR",2013-10-25,ESR2,drug_label
letrozole,Testing required,FDA,"Annotation of FDA Label for letrozole and ESR1, ESR2, PGR",2013-10-25,PGR,drug_label
panitumumab,Testing required,FDA,"Annotation of FDA Label for panitumumab and EGFR, KRAS, NRAS",2019-04-16,EGFR,drug_label
panitumumab,Testing required,FDA,"Annotation of FDA Label for panitumumab and EGFR, KRAS, NRAS",2019-04-16,KRAS,drug_label
panitumumab,Testing required,FDA,"Annotation of FDA Label for panitumumab and EGFR, KRAS, NRAS",2019-04-16,NRAS,drug_label
mercaptopurine,Testing recommended,FDA,"Annotation of FDA Label for mercaptopurine and NUDT15, TPMT",2013-10-25,NUDT15,drug_label
mercaptopurine,Testing recommended,FDA,"Annotation of FDA Label for mercaptopurine and NUDT15, TPMT",2013-10-25,TPMT,drug_label
tretinoin,Testing required,FDA,"Annotation of FDA Label for tretinoin and PML, RARA",2020-10-13,PML,drug_label
tretinoin,Testing required,FDA,"Annotation of FDA Label for tretinoin and PML, RARA",2020-10-13,RARA,drug_label
arsenic trioxide,Testing required,EMA,"Annotation of EMA Label for arsenic trioxide and PML, RARA",2013-10-25,PML,drug_label
arsenic trioxide,Testing required,EMA,"Annotation of EMA Label for arsenic trioxide and PML, RARA",2013-10-25,RARA,drug_label
cetuximab,Testing required,FDA,"Annotation of FDA Label for cetuximab and EGFR, KRAS, NRAS",2019-10-21,EGFR,drug_label
cetuximab,Testing required,FDA,"Annotation of FDA Label for cetuximab and EGFR, KRAS, NRAS",2019-10-21,KRAS,drug_label
cetuximab,Testing required,FDA,"Annotation of FDA Label for cetuximab and EGFR, KRAS, NRAS",2019-10-21,NRAS,drug_label
lapatinib,Testing required,EMA,"Annotation of EMA Label for lapatinib and ERBB2, ESR1, ESR2",2013-10-27,ERBB2,drug_label
lapatinib,Testing required,EMA,"Annotation of EMA Label for lapatinib and ERBB2, ESR1, ESR2",2013-10-27,ESR1,drug_label
lapatinib,Testing required,EMA,"Annotation of EMA Label for lapatinib and ERBB2, ESR1, ESR2",2013-10-27,ESR2,drug_label
nilotinib,Testing required,FDA,"Annotation of FDA Label for nilotinib and ABL1, BCR",2016-03-18,ABL1,drug_label
nilotinib,Testing required,FDA,"Annotation of FDA Label for nilotinib and ABL1, BCR",2016-03-18,BCR,drug_label
dapsone,Actionable PGx,FDA,"Annotation of FDA Label for dapsone and CYB5R3, G6PD",2019-10-15,CYB5R3,drug_label
dapsone,Actionable PGx,FDA,"Annotation of FDA Label for dapsone and CYB5R3, G6PD",2019-10-15,G6PD,drug_label
arsenic trioxide,Testing required,FDA,"Annotation of FDA Label for arsenic trioxide and PML, RARA",2019-10-18,PML,drug_label
arsenic trioxide,Testing required,FDA,"Annotation of FDA Label for arsenic trioxide and PML, RARA",2019-10-18,RARA,drug_label
crizotinib,Testing required,FDA,"Annotation of FDA Label for crizotinib and ALK, ROS1",2019-04-25,ALK,drug_label
crizotinib,Testing required,FDA,"Annotation of FDA Label for crizotinib and ALK, ROS1",2019-04-25,ROS1,drug_label
sodium phenylbutyrate,Informative PGx,EMA,"Annotation of EMA Label for sodium phenylbutyrate and ASS1, CPS1, OTC",2013-10-29,ASS1,drug_label
sodium phenylbutyrate,Informative PGx,EMA,"Annotation of EMA Label for sodium phenylbutyrate and ASS1, CPS1, OTC",2013-10-29,CPS1,drug_label
sodium phenylbutyrate,Informative PGx,EMA,"Annotation of EMA Label for sodium phenylbutyrate and ASS1, CPS1, OTC",2013-10-29,OTC,drug_label
sulfamethoxazole,Actionable PGx,FDA,"Annotation of FDA Label for sulfamethoxazole / trimethoprim and G6PD, NAT2",2019-10-10,G6PD,drug_label
sulfamethoxazole,Actionable PGx,FDA,"Annotation of FDA Label for sulfamethoxazole / trimethoprim and G6PD, NAT2",2019-10-10,NAT2,drug_label
trimethoprim,Actionable PGx,FDA,"Annotation of FDA Label for sulfamethoxazole / trimethoprim and G6PD, NAT2",2019-10-10,G6PD,drug_label
trimethoprim,Actionable PGx,FDA,"Annotation of FDA Label for sulfamethoxazole / trimethoprim and G6PD, NAT2",2019-10-10,NAT2,drug_label
doxepin,Actionable PGx,FDA,"Annotation of FDA Label for doxepin and CYP2C19, CYP2D6",2013-10-25,CYP2C19,drug_label
doxepin,Actionable PGx,FDA,"Annotation of FDA Label for doxepin and CYP2C19, CYP2D6",2013-10-25,CYP2D6,drug_label
everolimus,Testing required,EMA,"Annotation of EMA Label for everolimus and ERBB2, ESR1, ESR2",2013-10-25,ERBB2,drug_label
everolimus,Testing required,EMA,"Annotation of EMA Label for everolimus and ERBB2, ESR1, ESR2",2013-10-25,ESR1,drug_label
everolimus,Testing required,EMA,"Annotation of EMA Label for everolimus and ERBB2, ESR1, ESR2",2013-10-25,ESR2,drug_label
eltrombopag,Actionable PGx,FDA,"Annotation of FDA Label for eltrombopag and F5, SERPINC1",2020-10-13,F5,drug_label
eltrombopag,Actionable PGx,FDA,"Annotation of FDA Label for eltrombopag and F5, SERPINC1",2020-10-13,SERPINC1,drug_label
everolimus,Testing required,FDA,"Annotation of FDA Label for everolimus and ERBB2, ESR1, ESR2",2019-10-10,ERBB2,drug_label
everolimus,Testing required,FDA,"Annotation of FDA Label for everolimus and ERBB2, ESR1, ESR2",2019-10-10,ESR1,drug_label
everolimus,Testing required,FDA,"Annotation of FDA Label for everolimus and ERBB2, ESR1, ESR2",2019-10-10,ESR2,drug_label
dasatinib,Testing required,EMA,"Annotation of EMA Label for dasatinib and ABL1, BCR",2013-10-25,ABL1,drug_label
dasatinib,Testing required,EMA,"Annotation of EMA Label for dasatinib and ABL1, BCR",2013-10-25,BCR,drug_label
olanzapine,Informative PGx,EMA,"Annotation of EMA Label for olanzapine and CYP1A2, CYP2D6",2019-12-04,CYP1A2,drug_label
olanzapine,Informative PGx,EMA,"Annotation of EMA Label for olanzapine and CYP1A2, CYP2D6",2019-12-04,CYP2D6,drug_label
prasugrel,Informative PGx,FDA,"Annotation of FDA Label for prasugrel and CYP2B6, CYP2C19, CYP2C9, CYP3A5",2013-10-25,CYP2B6,drug_label
prasugrel,Informative PGx,FDA,"Annotation of FDA Label for prasugrel and CYP2B6, CYP2C19, CYP2C9, CYP3A5",2013-10-25,CYP2C19,drug_label
prasugrel,Informative PGx,FDA,"Annotation of FDA Label for prasugrel and CYP2B6, CYP2C19, CYP2C9, CYP3A5",2013-10-25,CYP2C9,drug_label
prasugrel,Informative PGx,FDA,"Annotation of FDA Label for prasugrel and CYP2B6, CYP2C19, CYP2C9, CYP3A5",2013-10-25,CYP3A5,drug_label
fulvestrant,Testing required,EMA,"Annotation of EMA Label for fulvestrant and ERBB2, ESR1, ESR2, PGR",2013-10-25,ERBB2,drug_label
fulvestrant,Testing required,EMA,"Annotation of EMA Label for fulvestrant and ERBB2, ESR1, ESR2, PGR",2013-10-25,ESR1,drug_label
fulvestrant,Testing required,EMA,"Annotation of EMA Label for fulvestrant and ERBB2, ESR1, ESR2, PGR",2013-10-25,ESR2,drug_label
fulvestrant,Testing required,EMA,"Annotation of EMA Label for fulvestrant and ERBB2, ESR1, ESR2, PGR",2013-10-25,PGR,drug_label
imatinib,Testing required,EMA,"Annotation of EMA Label for imatinib and ABL1, BCR, FIP1L1, KIT, PDGFRA, PDGFRB",2013-10-25,ABL1,drug_label
imatinib,Testing required,EMA,"Annotation of EMA Label for imatinib and ABL1, BCR, FIP1L1, KIT, PDGFRA, PDGFRB",2013-10-25,BCR,drug_label
imatinib,Testing required,EMA,"Annotation of EMA Label for imatinib and ABL1, BCR, FIP1L1, KIT, PDGFRA, PDGFRB",2013-10-25,FIP1L1,drug_label
imatinib,Testing required,EMA,"Annotation of EMA Label for imatinib and ABL1, BCR, FIP1L1, KIT, PDGFRA, PDGFRB",2013-10-25,KIT,drug_label
imatinib,Testing required,EMA,"Annotation of EMA Label for imatinib and ABL1, BCR, FIP1L1, KIT, PDGFRA, PDGFRB",2013-10-25,PDGFRA,drug_label
imatinib,Testing required,EMA,"Annotation of EMA Label for imatinib and ABL1, BCR, FIP1L1, KIT, PDGFRA, PDGFRB",2013-10-25,PDGFRB,drug_label
sulfasalazine,Actionable PGx,FDA,"Annotation of FDA Label for sulfasalazine and G6PD, NAT2",2019-10-24,G6PD,drug_label
sulfasalazine,Actionable PGx,FDA,"Annotation of FDA Label for sulfasalazine and G6PD, NAT2",2019-10-24,NAT2,drug_label
toremifene,Actionable PGx,EMA,"Annotation of EMA Label for toremifene and ESR1, ESR2",,ESR1,drug_label
